id,original_price,sell_price,variations_types,stocks
SB0040,182,165,[],0
250200,105,95,[],0
250205,171,155,[],0
250490,193,175,1000|500|250,100
250219,83,75,1000|500|2000,0
250667,149,135,1000|500|250,0
340409,93,84,1000|2000,0
298938,27,24,[],100
250930,39,35,1000|500|2000,100
250658,165,150,1000|500|2000,0
261478,99,90,1000|500|250,100
405202,143,130,1000|500|2000,0
250645,165,150,1000|500|2000,0
250647,138,125,1000|500|2000,100
250231,77,70,1000|500|2000,0
SB0041,259,235,[],0
SB0043,198,180,1000|500|2000,0
SB0042,182,165,1000|500|2000,0
250383,72,65,1000|500|2000,0
SB0039,66,60,1000|500|250,0
250406,165,150,1000|500|2000,100
250683,27,24,[],100
250685,25,22,[],0
249877,43,39,1000|500|2000,100
368136,55,49,[],100
249965,65,59,[],100
250505,84,76,[],100
250507,88,80,[],100
277862,49,44,[],0
249882,50,45,1000|500|2000,100
249885,115,104,1000|500|2000,0
249889,182,165,1000|500|2000,100
357258,54,49,[],0
250662,121,110,1000|500|2000,0
250687,29,26,[],0
250222,40,36,[],100
368197,66,60,[],0
250133,308,280,1000|500|2000,0
250145,329,299,1000|500|2000,100
350478,512,465,1000|500|2000,0
250095,67,61,[],100
253355,319,290,1000|500|2000,100
250174,193,175,1000|500|2000,100
250528,27,24,[],100
250604,33,30,[],0
250538,116,105,1000|500|250,0
250539,28,25,1000|500|250,100
250607,44,40,1000|500|2000,100
250223,94,85,1000|500|2000,100
250608,11,10,1000|500|2000,100
250689,31,28,[],100
307012,40,40,[],100
307011,37,33,[],100
307009,40,33,[],100
307010,33,30,[],100
317850,105,95,[],0
277865,50,45,1000|500|2000,0
368273,150,95,[],100
250531,72,65,1000|500|250,100
250609,55,50,1000|500|2000,100
261662,50,45,[],0
350486,109,99,1000|500|2000,100
250417,29,26,1000|500|2000,100
250437,32,29,500|1000|2000,100
250631,165,150,1000|500|2000,0
405186,17,15,[],100
405141,94,85,[],0
405155,13,11,[],0
405146,54,49,[],0
405156,13,12,[],0
405140,55,50,[],0
405149,26,23,[],0
405147,30,30,[],0
405138,31,28,[],0
405158,13,13,[],0
405194,55,50,[],100
405154,61,55,[],0
405161,20,18,[],0
405162,19,17,[],0
405193,72,65,[],0
405163,20,18,[],0
405215,13,12,[],0
405190,94,85,[],0
405216,14,12,[],100
250659,116,105,1000|500|2000,0
250077,50,45,[],100
SB0037,94,85,[],0
SB0038,105,95,[],0
250611,91,83,[],100
250664,165,150,1000|500|2000,100
250665,165,150,1000|500|2000,100
102582,689,475,1000|2000|3000,0
102587,507,349,1000|2000|3000,0
102590,362,249,1000|2000|3000,0
102592,428,295,1000|2000|3000,0
102615,304,209,[],0
106220,362,249,1000|2000|3000,0
106224,1304,899,1000|2000|3000,0
106227,1116,769,1000|2000|3000,0
106244,1159,799,1000|2000|3000,0
106271,637,439,1000|2000|3000,0
106367,637,439,1000|2000|3000,0
107443,282,194,1000|2000|3000,0
107449,240,165,1000|2000|3000,0
107558,260,179,1000|2000|3000,0
128069,363,250,1000|2000|3000,0
128327,298,205,[],0
134262,797,549,1000|2000|3000,0
146675,702,484,[],0
246792,289,199,1000|2000|3000,0
270201,469,323,1000|2000|3000,0
319569,319,220,[],0
319957,507,349,1000|2000|3000,0
326807,1108,764,1000|2000|3000,0
326808,985,679,1000|2000|3000,0
326809,942,649,1000|2000|3000,0
326812,186,128,[],0
326815,1413,974,1000|2000|3000,0
334392,450,310,1000|2000|3000,0
SB0064,1413,974,1000|2000|3000,0
SB0065,515,355,1000|2000|3000,0
SB0066,1413,974,1000|2000|3000,0
SB0067,956,659,1000|2000|3000,0
271205,75,68,[],0
294904,119,101,[],0
409904,70,63,[],100
409905,110,99,[],100
410617,70,63,[],100
421398,75,57,[],100
421399,99,75,[],0
421400,85,64,[],0
423837,120,81,[],0
416278,129,81,[],100
SB0001,61,57,500|1000|2000|3000|4000|5000,0
SB0002,39,36,500|1000|2000|3000|4000|5000,1
SB0004,173,160,500|1000|2000|3000|4000|5000,1
SB0005,74,69,500|1000|2000|3000|4000|5000,1
SB0006,51,47,500|1000|2000|3000|4000|5000,0
SB0007,54,50,500|1000|2000|3000|4000|5000,1
SB0008,50,46,500|1000|2000|3000|4000|5000,1
SB0009,248,229,100|200|300|400|500|600|700|800|900|1000,0
SB0010,184,170,500|1000|2000|3000|4000|5000,0
SB0011,44,41,500|1000|2000|3000|4000|5000,1
SB0012,138,127,500|1000|2000|3000|4000|5000,1
SB0013,83,77,500|1000|2000|3000|4000|5000,0
SB0014,103,95,500|1000|2000|3000|4000|5000,1
SB0015,55,51,500|1000|2000|3000|4000|5000,1
SB0016,115,106,500|1000|2000|3000|4000|5000,1
SB0017,138,127,500|1000|2000|3000|4000|5000,1
SB0018,87,81,500|1000|2000|3000|4000|5000,1
SB0019,127,117,500|1000|2000|3000|4000|5000,1
SB0020,104,96,500|1000|2000|3000|4000|5000,1
SB0021,142,131,500|1000|2000|3000|4000|5000,1
SB0022,81,75,500|1000|2000|3000|4000|5000,0
SB0023,150,138,500|1000|2000|3000|4000|5000,0
SB0024,127,117,500|1000|2000|3000|4000|5000,0
SB0026,178,164,500|1000|2000|3000|4000|5000,0
SB0027,121,112,500|1000|2000|3000|4000|5000,0
SB0028,127,117,500|1000|2000|3000|4000|5000,1
SB0029,127,117,500|1000|2000|3000|4000|5000,1
SB0030,109,101,500|1000|2000|3000|4000|5000,1
SB0031,35,33,500|1000|2000|3000|4000|5000,1
SB0032,107,99,500|1000|2000|3000|4000|5000,1
SB0033,47,44,500|1000|2000|3000|4000|5000,1
SB0034,146,135,500|1000|2000|3000|4000|5000,1
SB0035,42,39,500|1000|2000|3000|4000|5000,1
SB0003,39,36,500|1000|2000|3000|4000|5000,1
SB0025,42,39,500|1000|2000|3000|4000|5000,0
SB0036,120,111,500|1000|2000|3000|4000|5000,1
