id,brand_id
GUCC001W,299
GUCC002M,299
GUCC003W,299
GUCC004W,299
GUCC005M,299
GUCC006W,299
GUCC007M,299
GUCC008M,299
GUCC009M,299
GUCC010W,299
GUE001,300
GUE001M,300
GUE002M,300
HP6306,593
HP8120,593
HP8142,593
HP8303,593
HP8318,593
HP8643/46,593
HUG001,335
HUG001M,335
HUG002W,335
HUG003M,335
HUG004,335
HUG005,335
HUG005S,335
HUG006,335
HUG006W,335
HUG007,335
HUG007M,335
HUG008,335
HUG008M,335
HUG009,335
HUG009W,335
HUG010,335
HUG010M,335
HUG011W,335
HUG012M,335
HUG013M,335
HUG014M,335
HUG016W,335
HUG017W,335
ISS001,347
ISS001M,348
ISS002,347
ISS002W,348
ISS003,347
ISS003M,348
ISS004M,348
ISS005W,348
ISS006M,348
JAG001,354
JAG001M,354
JAG002,354
JAG002M,354
JAG003,354
JAG003M,354
JIM001M,359
JOO002M,364
JOO003M,364
JOO004M,364
JPG001W,366
KEN001W,378
L1_Navy,424
L1_Tan,424
LAC002M,407
LAC003M,407
LAC004M,407
LAC005W,407
LAC006M,407
LAC007M,407
LAC008W,407
LAN001W,415
LAN002W,415
LAN003W,415
LAN005M,416
LAN006W,416
LAN007W,415
LO001W,357
LOM001M,439
LOM002W,439
LOM003W,439
LOM004M,439
MAR001W,462
MG3730/15,593
MG7715/15,593
MON001,496
MON001M,496
MON002,496
MON002M,496
MON003,496
MON003W,496
MON004M,496
MON005,496
MON005W,496
MON006M,496
MON007M,496
MON008M,497
NAU001M,521
NAU002M,521
NAU003M,521
NIN001W,537
NIN002W,537
NIN003W,537
PAC001W,564
PAC002M,564
PAC003M,564
PAC004W,564
PAC005M,564
PAC006M,564
PAC007M,564
PAC008W,564
POL001M,602
POL003M,602
PRA001,607
PRA001M,607
PRA002,607
PRA003,607
PRA004,607
QP2512,593
QP2525,593
S1121,593
S1223,593
S3122,593
S3350,593
S5420/06,593
SAL001M,668
SGW219.11,744
SGW224.11,744
SGW231.71,744
SYS170,746
SYS171,746
SYS172,746
SYS175,746
SYS178,746
SYS179,746
SYS180,746
SYS181,746
SYS182,746
SYS183,746
SYS184,746
SYS187,746
TER001M,756
TER002M,756
TER003M,756
TER004W,756
TOF001,764
TOF002,764
TOM001,766
TOM002,766
TOM004M,765
TOM005M,765
UDV001M,778
UDV002M,778
UDV003W,778
UDV004M,778
UDV005M,778
UDV006M,778
UDV007W,778
VER001M,792
VER002W,792
VER003W,792
VER004M,792
VER004W,792
VER005W,792
VER006W,792
VER007M,792
VER008M,792
VER009M,792
VER010M,792
VER011W,792
VER012M,792
VER014W,792
VIV001W,798
VIV002W,798
W164_Black,424
W164_Tan,424
WDBMCG0010BBTWESN,807
WDBMCG0010BYTWESN,807
WDBMCG5000AYTWESN,807
YVE001M,827
YVE002M,827
YVE003M,827
YVE004W,827
YVE005M,827
Z34 (0) 01 049,671
Z34 (0) 08 049,671
