nothing,id,store_id,cover,name,images,original_price,sell_price,discount,kind,cate_id,sub_cate_id,in_home,is_single,have_gram,gram,have_kg,kg,have_pcs,pcs,have_liter,liter,have_ml,ml,descriptions,key_features,disclaimer,exp_date,type_of,in_stoke,rating,total_rating,status,in_offer,variations,size,tax_class,tags,hsn_code
0,107443,49,107443.jpg,Fresh Catla Fish,"[""107443.jpg"",""107443-1.jpg"",""107443-2.jpg"",""107443-3.jpg"","" "",]",350,318,10,0,9,57,0,0,0,0,0,0,0,0,0,0,0,0,"Widely found in the lakes and rivers of North India and Assam, Katla fish is enriched with proteins and vitamins. It is low in calories and a healthy option for weight watchers.",,,20/12/2050,0,1,5,4,1,0,1000|500,1,5,6085|11965|11967,0
0,107449,49,107449.jpg,Fresh Large Rohu,"[""107449.jpg"",""107449-1.jpg"",""107449-2.jpg"",""107449-3.jpg"","" "",]",289,318,10,0,9,57,0,0,0,0,0,0,0,0,0,0,0,0,"Rohu is enriched with a handsome amount of protein. Packed with Omega 3 fatty acids and vitamins A, B, and C. You should eat Rohu at least once a week.",,,20/12/2050,0,1,5,4,1,0,1000|500,1,5,6086|11965|11969,0
0,107558,49,107558.jpg,Fresh Tilapia Fish,"[""107558.jpg"",""107558-1.jpg"",""107558-2.jpg"",""107558-3.jpg"","" "",]",286,260,10,0,9,57,0,0,0,0,0,0,0,0,0,0,0,0,"In 3.5 ounces (100 grams), it packs 26 grams of protein and only 128 calories (3). Even more impressive is the amount of vitamins and minerals in this fish. Tilapia is rich in niacin, vitamin B12, phosphorus, selenium and potassium.",,,20/12/2050,0,0,5,4,1,0,1000|500,1,5,6087|11965|11973,0
0,128069,49,128069.jpg,Broiler Chicken Pieces-Without skin,"[""128069.jpg"",""128069-1.jpg"",""128069-2.jpg"",""128069-3.jpg"","" "",]",270,245,10,0,9,58,0,0,0,0,0,0,0,0,0,0,0,0,"Jhatka Broiler Dress Chicken without Skin is a chicken which is cut using Jhatka process and skin is removed while cleaning the chicken. A broiler is any chicken (Gallus gallus domesticus) that is bred and raised specifically for meat production. ... Broiler or sometimes broiler-fryer is also used sometimes to refer specifically to younger chickens under 4.5 pounds, as compared with the larger roasters.",,,20/12/2050,0,0,5,4,1,0,1000|500,1,5,6126|11978|11952,0
0,128327,49,128327.jpg,Broiler Chicken Without Skin 1 NO/KG,"[""128327.jpg"",""128327-1.jpg"",""128327-2.jpg"",""128327-3.jpg"","" "",]",270,245,10,0,9,58,0,0,0,0,0,0,1,1,0,0,0,0,"Jhatka Broiler Dress Chicken without Skin is a chicken which is cut using Jhatka process and skin is removed while cleaning the chicken. A broiler is any chicken (Gallus gallus domesticus) that is bred and raised specifically for meat production. ... Broiler or sometimes broiler-fryer is also used sometimes to refer specifically to younger chickens under 4.5 pounds, as compared with the larger roasters.",,,20/12/2050,0,0,5,4,1,0,1000|500,1,5,6127|11978|11956,0
0,134262,49,134262.jpg,Fresh Seer fish-Small,"[""134262.jpg"",""134262-1.jpg"",""134262-2.jpg"",""134262-3.jpg"","" "",]",1347,1482,10,0,9,57,0,0,0,0,0,0,0,0,0,0,0,0,"Seerfish has rich source of omega-3 fatty acids. It also contains protein, vitamin B-12 and selenium. The omega-3 fatty acids helps in regulating inflammation to supporting the structure and function of cells, and also known for their potential to lower your risk of cardiovascular disease.",,,20/12/2050,0,1,5,4,1,0,1000|500,1,5,6134|11965|11972,0
0,146675,49,146675.jpg,Mutton Paya-6 Pieces,"[""146675.jpg"",""146675-1.jpg"",""146675-2.jpg"",""146675-3.jpg"","" "",]",477,434,10,0,9,58,0,0,0,0,0,0,1,1,0,0,0,0,"Extremely nutritious, remarkably rich in protein and minerals, Bone Broth is full of healing compounds like collagen, glutamine, glycine, and proline and benefits the system in many ways both on the inside and outside. It imparts immunity and energy, aids sleep and improves memory.",,,20/12/2050,0,0,5,4,1,0,[],0,5,6149|11958|11963,0
0,246792,49,246792.jpg,Fresh Roopchand Fish,"[""246792.jpg"",""246792-1.jpg"",""246792-2.jpg"",""246792-3.jpg"","" "",]",261,287,10,0,9,57,0,0,0,0,0,0,0,0,0,0,0,0,"This roopchand fish is rich in protein and omega acid which is most essential nutrition value for healthy life style. The fresh water fish, roopchand, is also known as red pacu. It is quite healthy for the body.",,,20/12/2050,0,1,5,4,1,0,1000|500,1,5,6489|11965|11971,0
0,270201,49,270201.jpg,Chicken Tandoori Without Skin,"[""270201.jpg"",""270201-1.jpg"",""270201-2.jpg"",""270201-3.jpg"","" "",]",350,318,10,0,9,58,0,0,0,0,0,0,0,0,0,0,0,0,Tandoor is currently one of the most important menus in the Indian restaurants around the world. The word Tandoor means a cylindrical oven used for baking and cooking. Traditionally the fuel used in Tandoor is charcoal or firewood. ... The food cooked in the Tandoor oven is known as Tandoori.,,,20/12/2050,0,0,5,4,1,0,1000|500,1,5,7300|11978|11957,0
0,319569,49,319569.jpg,Boiler Chicken Curry cut without skin-18 PC,"[""319569.jpg"",""319569-1.jpg"",""319569-2.jpg"",""319569-3.jpg"","" "",]",303,333,10,0,9,58,0,0,0,0,0,0,1,1,0,0,0,0,"Jhatka Broiler Dress Chicken without Skin is a chicken which is cut using Jhatka process and skin is removed while cleaning the chicken. A broiler is any chicken (Gallus gallus domesticus) that is bred and raised specifically for meat production. ... Broiler or sometimes broiler-fryer is also used sometimes to refer specifically to younger chickens under 4.5 pounds, as compared with the larger roasters.",,,20/12/2050,0,1,5,4,1,0,[],0,5,8401|11978|11945,0
0,319957,49,319957.jpg,Broiler Chicken Breast-Boneless-FROZEN,"[""319957.jpg"",""319957-1.jpg"",""319957-2.jpg"",""319957-3.jpg"","" "",]",492,541,10,0,9,58,0,0,0,0,0,0,0,0,0,0,0,0,"Preheat the oven's broiler and set the oven rack about 6 inches from the heat source. Rub olive oil over each chicken breast, then season both sides with salt and black pepper. Place the chicken skin-side down on a broiling pan. Broil in the preheated oven for 10 minutes, then flip the chicken breast skin-side up.",,,20/12/2050,0,1,5,4,1,0,1000|500,1,5,8413|11978|11948,0
0,326807,49,326807.jpg,Mutton Leg,"[""326807.jpg"",""326807-1.jpg"",""326807-2.jpg"",""326807-3.jpg"","" "",]",1179,1072,10,0,9,58,0,0,0,0,0,0,0,0,0,0,0,0,"It is high in protein, selenium, zinc and iron. The speciality of this meat is that it has all 8 amino acids . This meat aids muscle generation and the production of red blood cells, avoiding ""anemia"". In moderation, mutton can be a beneficial component in an overall healthy diet.",,,20/12/2050,0,0,5,4,1,0,1000|500,1,5,8631|11958|11961,0
0,326808,49,326808.jpg,Mutto Chops,"[""326808.jpg"",""326808-1.jpg"",""326808-2.jpg"",""326808-3.jpg"","" "",]",1067,970,10,0,9,58,0,0,0,0,0,0,0,0,0,0,0,0,"Not only is it a rich source of high-quality protein, but it is also an outstanding source of many vitamins and minerals, including iron, zinc, and vitamin B12. Because of this, regular consumption of lamb may promote muscle growth, maintenance, and performance.",,,20/12/2050,0,0,5,4,1,0,1000|500,1,5,8632|11958|11959,0
0,326809,49,326809.jpg,Mutton Biryani Pieces,"[""326809.jpg"",""326809-1.jpg"",""326809-2.jpg"",""326809-3.jpg"","" "",]",1003,912,10,0,9,58,0,0,0,0,0,0,0,0,0,0,0,0,"Mutton is popular in most of the household. It is treated as a delicacy and is prepared in different joyous occasions. The juicy taste and the chewy texture make it a favourite among many. Moreover, they come with a lot of health benefits. It is packed with protein, saturated fat, iron, zinc and B vitamins.

Fresho Mutton Biriyani pieces are perfectly carved to with your biriyani. This juicy, tender meat will surely enhance the flavour of the dish. It comes in 8-10 pieces which are perfect for 2-3 people.

<strong>Add-on Benefits of Fresho Mutton:</strong>

<ul>
<li> Premium quality </li>

<li> Tender Meat </li>

<li> Processed and packed under strict hygienic condition.</li></ul>

Fresho Meats is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",,,20/12/2050,0,0,5,4,1,0,1000|500,1,5,8633|11958|11960,0
0,326812,49,326812.jpg,Mutton Soup Pieces (Nalli),"[""326812.jpg"",""326812-1.jpg"",""326812-2.jpg"",""326812-3.jpg"","" "",]",135,123,10,0,9,58,0,0,0,0,0,0,1,1,0,0,0,0," Mutton soup is considered an amazing remedy to cure fever, cough and hands and limb pain as well. It is an extremely refreshing and nutritious dish to be had during the monsoon season. Mutton soup, flavoured with spices, is included in the post delivery diet for women to regain their strength.",,,20/12/2050,0,0,5,4,1,0,[],0,5,8634|11958|11964,0
0,326815,49,326815.jpg,Mutton leg-Boneless,"[""326815.jpg"",""326815-1.jpg"",""326815-2.jpg"",""326815-3.jpg"","" "",]",1275,1159,10,0,9,58,0,0,0,0,0,0,0,0,0,0,0,0,"It is high in protein, selenium, zinc and iron. The speciality of this meat is that it has all 8 amino acids . This meat aids muscle generation and the production of red blood cells, avoiding ""anemia"". In moderation, mutton can be a beneficial component in an overall healthy diet.",,,20/12/2050,0,0,5,4,1,0,1000|500,1,5,8635|11958|11962,0
0,334392,49,334392.jpg,Boiler chicken Lollypop - FROZEN,"[""334392.jpg"",""334392-1.jpg"",""334392-2.jpg"",""334392-3.jpg"","" "",]",434,477,10,0,9,58,0,0,0,0,0,0,0,0,0,0,0,0,"Chicken feet consist of skin, cartilage, tendons, and bones. Even without providing much meat, they're high in collagen , the most abundant protein in your body. This collagen content may help relieve joint pain, aid skin health, and prevent bone loss.",,,20/12/2050,0,1,5,4,1,0,1000|500,1,5,8833|11978|11946,0
0,339075,49,339075.jpg,Boiler Chicken without skin 900-1100 g FROZEN,"[""339075.jpg"",""339075-1.jpg"",""339075-2.jpg"",""339075-3.jpg"","" "",]",289,318,10,0,9,58,0,0,0,0,0,0,1,1,0,0,0,0,"Jhatka Broiler Dress Chicken without Skin is a chicken which is cut using Jhatka process and skin is removed while cleaning the chicken. A broiler is any chicken (Gallus gallus domesticus) that is bred and raised specifically for meat production. ... Broiler or sometimes broiler-fryer is also used sometimes to refer specifically to younger chickens under 4.5 pounds, as compared with the larger roasters.",,,20/12/2050,0,1,5,4,1,0,1000|500,1,5,8963|11978|11955,0
0,405537,49,405537.jpg,Broiler Chicken leg-Boneless  FROZEN,"[""405537.jpg"",""405537-1.jpg"",""405537-2.jpg"",""405537-3.jpg"","" "",]",395,359,10,0,9,58,0,0,0,0,0,0,0,0,0,0,0,0,"Chicken feet consist of skin, cartilage, tendons, and bones. Even without providing much meat, they're high in collagen , the most abundant protein in your body. This collagen content may help relieve joint pain, aid skin health, and prevent bone loss.",,,20/12/2050,0,0,5,4,1,0,1000|500,1,5,11394|11978|11950,0
