"863","SUNLIGHT","sunlight","0"
"864","VIM","vim","0"
"866","ODOPIC","odopic","0"
"867","SABENA","sabena","0"
"868","EZEE","ezee","0"
"869","UJALA","ujala","0"
"870","JOHNSON&#039;S","johnsons","0"
"871","MAMYPOKO","mamypoko","0"
"872","white and pink","white-and-pink","0"
"873","NIRMA","nirma","0"
"874","WHEEL","wheel","0"
"875","SO.. SOFT","so-soft","0"
"877","SUN PREMIUM","sun-premium","0"
"878","ENGINE","engine","0"
"879","GRB","grb","0"
"880","IDHAYAM","idhayam","0"
"881","SUNDROP","sundrop","0"
"882","RUCHI","ruchi","0"
"883","light green transparent","light-green-transparent","0"
"884","SAGAR","sagar","0"
"885","7 UP","7-up","0"
"886","LIMCA","limca","0"
"887","MOUNTAIN DEW","mountain-dew","0"
"889","AMULYA","amulya","0"
"890","BOOST","boost","0"
"891","RED BULL","red-bull","0"
"892","TATA TEA","tata-tea","0"
"893","TROPICANA","tropicana","0"
"894","HORLICKS","horlicks","0"
"895","NESTLE","nestle","0"
"896","TAJ MAHAL","taj-mahal","0"
"898","ODONIL","odonil","0"
"899","FANTA","fanta","0"
"900","TANG","tang","0"
"901","Mustered and white","mustered-and-white","0"
"902","MOTHER&#039;S RECIPE","mothers-recipe","0"
"903","PANTENE","pantene","0"
"905","HIMANI","himani","0"
"906","L&#039;OREAL","loreal","0"
"907","SUNSILK","sunsilk","0"
"909","BAJAJ","bajaj","0"
"912","RED LABEL","red-label","0"
"913","GALA","gala","0"
"914","Blue and olive green","blue-and-olive-green","0"
"917","YIPPEE","yippee","0"
"918","BAMBINO","bambino","0"
"919","ANIL","anil","0"
"920","Ochure","ochure","0"
"921","Ochure ans red","ochure-ans-red","0"
"922","MESWAK","meswak","0"
"923","PEPSODENT","pepsodent","0"
"925","Ochure and maroon","ochure-and-maroon","0"
"926","GITS","gits","0"
"928","DEV BHOOMI","dev-bhoomi","0"
"929","INDIA GATE","india-gate","0"
"930","AKAR","akar","0"
"931","CHUDI","chudi","0"
"932","TATA SALT","tata-salt","0"
"935","NUTELLA","nutella","0"
"936","TOPS","tops","0"
"937","CREMICA","cremica","0"
"938","BINGO","bingo","0"
"940","FUNFOODS","funfoods","0"
"941","Transperent Bottel","transperent-bottel","0"
"942","Ochure and red","ochure-and-red","0"
"943","3 ROSES","3-roses","0"
"944","SOCIETY","society","0"
"945","TATA AGNI","tata-agni","0"
"946","BISLERI","bisleri","0"
"948","Registration","register","0"
"949","Account","account","0"
"950","Payment","payment","0"
"951","Delivery Related","delivery-related","0"
"952","Order Related","order-related","0"
"959","HUGGIES","huggies","0"
"961","DELMONTE","delmonte","0"
"964","HIDE &amp; SEEK","hide-seek","0"
"969","MARIE GOLD","marie-gold","0"
"971","BONN","bonn","0"
"973","UNIBIC","unibic","0"
"978","BIOTIQUE","biotique","0"
"980","MEDIMIX","medimix","0"
"984","LIRIL","liril","0"
"986","PALMOLIVE","palmolive","0"
"990","TRESEMME","tresemme","0"
"995","EXCEL PLUS","excel-plus","0"
"997","HAMAM","hamam","0"
"1000","TATA","tata","0"
"1002","SHARP","sharp","0"
"1003","DOUBLE HORSE","double-horse","0"
"1004","PANSARI","pansari","0"
"1010","PAMPERS","pampers","0"
"1012","PAPER BOAT","paper-boat","0"
"1015","NUTRAJ","nutraj","0"
"1018","HEALTHY AND TASTY","healthy-and-tasty","0"
"1019","TIRUPATI","tirupati","0"
"1020","ANKUR","ankur","0"
"1023","MASHAL","mashal","0"
"1024","MAHAKOSH","mahakosh","0"
"1026","SANCHI","sanchi","0"
"1027","DAMMANI","dammani","0"
"1028","LAL KILA","lal-kila","0"
"1030","FREEDOM","freedom","0"
"1032","Diet","diet","0"
"1036","MAPRO","mapro","0"
"1038","GAAY","gaay","0"
"1039","VIVATTA","vivatta","0"
"1040","Ashirvaad","ashirvaad","0"
"1042","MORTEIN","mortein","0"
"1044","WINGREENS","wingreens","0"
"1046","PARLE","parle","0"
"1050","FINE FOOD","fine-food","0"
"1052","MAWANA","mawana","0"
"1054","MILK BIKIS","milk-bikis","0"
"1059","INDICA","indica","0"
"1061","Veet","veet","0"
"1062","INDULEKHA","indulekha","0"
"1066","SWADESHI","swadeshi","0"
"1067","MURALI","murali","0"
"1075","GILLETTE","gillette","0"
"1079","NISSIN","nissin","0"
"1081","WEIKFIELD","weikfield","0"
"1083","CHEF&#039;S BASKET","chefs-basket","0"
"1086","CLOSE UP","close-up","0"
"1089","KIWI","kiwi","0"
"1094","SUMUL","sumul","0"
"1099","GTS","gts","0"
"1102","ZEEBA","zeeba","0"
"1103","PUNJABI","punjabi","0"
"1106","SARVOTTAM","sarvottam","0"
"1107","VIBHOR","vibhor","0"
"1111","PURO","puro","0"
"1112","Parry&#039;s","parrys","0"
"1114","MRS FOOD RITE","mrs-food-rite","0"
"1118","VLCC","vlcc","0"
"1120","JOY","joy","0"
"1123","LAKME","lakme","0"
"1124","CLEAN &amp; CLEAR","clean-clear","0"
"1125","PREMIER","premier","0"
"1126","LOTUS","lotus","0"
"1131","BAULI","bauli","0"
"1134","AAKASH","aakash","0"
"1136","REGENCY","regency","0"
"1138","ACT II","act-ii","0"
"1142","ZANDU","zandu","0"
"1145","LIPTON","lipton","0"
"1147","TAAZA","taaza","0"
"1149","VEGA","vega","0"
"1151","DEEP JYOTI","deep-jyoti","0"
"1174","Pantry","pantry","0"
"1175","Beverages","beverages","0"
"1176","Fruit Juices &amp; Drinks","fruit-juices-drinks","0"
"1177","Juices","juices","0"
"1178","Beauty &amp; Hygiene","beauty-hygiene","0"
"1179","Bath &amp; Hand Wash","bath-hand-wash","0"
"1180","Bathing Bars &amp; Soaps","bathing-bars-soaps","0"
"1181","Cleaning &amp; Household","cleaning-household","0"
"1182","Pooja Needs","pooja-needs","0"
"1183","Candles &amp; Match Box","candles-match-box","0"
"1184","Detergents &amp; Dishwash","detergents-dishwash","0"
"1185","Detergent Powder, Liquid","detergent-powder-liquid","0"
"1186","Snacks &amp; Branded Foods","snacks-branded-foods","0"
"1187","Biscuits &amp; Cookies","biscuits-cookies","0"
"1188","Glucose &amp; Milk Biscuits","glucose-milk-biscuits","0"
"1189","Energy &amp; Soft Drinks","energy-soft-drinks","0"
"1190","Sports &amp; Energy Drinks","sports-energy-drinks","0"
"1191","Spreads, Sauces, Ketchup","spreads-sauces-ketchup","0"
"1192","Tomato Ketchup &amp; Sauces","tomato-ketchup-sauces","0"
"1193","Bakery, Cakes &amp; Dairy","bakery-cakes-dairy","0"
"1194","Dairy","dairy","0"
"1195","Milk","milk","0"
"1196","Kitchen, Garden &amp; Pets","kitchen-garden-pets","0"
"1197","Appliances &amp; Electricals","appliances-electricals","0"
"1198","Battery &amp; Electrical","battery-electrical","0"
"1199","Snacks &amp; Namkeen","snacks-namkeen","0"
"1200","Flakes","flakes","0"
"1201","Food Grains, Oil &amp; Masala","food-grains-oil-masala","0"
"1202","Atta, Flours &amp; Sooji","atta-flours-sooji","0"
"1203","Atta Whole Wheat ","atta-whole-wheat","0"
"1204","Fresheners &amp; Repellents","fresheners-repellents","0"
"1205","Mosquito Repellent","mosquito-repellent","0"
"1206","Noodle, Pasta, Vermicelli","noodle-pasta-vermicelli","0"
"1207","Instant Noodles","instant-noodles","0"
"1208","Hair Care","hair-care","0"
"1209","Shampoo &amp; Conditioner","shampoo-conditioner","0"
"1210","Gourmet &amp; World Food","gourmet-world-food","0"
"1211","Dairy &amp; Cheese","dairy-cheese","0"
"1212","Cream &amp; Cheese Spreads","cream-cheese-spreads","0"
"1213","Ready To Cook &amp; Eat","ready-to-cook-eat","0"
"1214","Breakfast &amp; Snack Mixes","breakfast-snack-mixes","0"
"1215","Rice &amp; Other Flours ","rice-other-flours","0"
"1216","Masalas &amp; Spices","masalas-spices","0"
"1217","Powdered Spices ","powdered-spices","0"
"1218","Hair Color","hair-color","0"
"1219","Skin Care","skin-care","0"
"1220","Body Care","body-care","0"
"1221","Hand Wash &amp; Sanitizers","hand-wash-sanitizers","0"
"1222","Dishwash Liquids &amp; Pastes","dishwash-liquids-pastes","0"
"1223","Honey","honey","0"
"1224","Butter &amp; Cream","butter-cream","0"
"1225","Dishwash Bars &amp; Powders","dishwash-bars-powders","0"
"1226","Marie, Health, Digestive","marie-health-digestive","0"
"1227","Breakfast Cereals","breakfast-cereals","0"
"1228","Oats &amp; Porridge","oats-porridge","0"
"1229","Edible Oils &amp; Ghee","edible-oils-ghee","0"
"1230","Ghee &amp; Vanaspati ","ghee-vanaspati","0"
"1231","Soda &amp; Cocktail Mix","soda-cocktail-mix","0"
"1232","Rice &amp; Rice Products","rice-rice-products","0"
"1233","Basmati Rice","basmati-rice","0"
"1234","Salt, Sugar &amp; Jaggery","salt-sugar-jaggery","0"
"1235","Sugar &amp; Jaggery","sugar-jaggery","0"
"1236","Salted Biscuits","salted-biscuits","0"
"1237","Papads, Ready To Fry","papads-ready-to-fry","0"
"1238","Ghee &amp; Vanaspathi","ghee-vanaspathi","0"
"1239","Water","water","0"
"1240","Packaged Water","packaged-water","0"
"1241","Namkeen &amp; Savoury Snacks","namkeen-savoury-snacks","0"
"1242","Blended Masalas","blended-masalas","0"
"1243","Lip Care","lip-care","0"
"1244","Organic Staples","organic-staples","0"
"1245","Organic Dals &amp; Pulses","organic-dals-pulses","0"
"1246","Jam, Conserve, Marmalade","jam-conserve-marmalade","0"
"1247","Baby Care","baby-care","0"
"1248","Baby Bath &amp; Hygiene","baby-bath-hygiene","0"
"1249","Baby Lotions &amp; Creams","baby-lotions-creams","0"
"1250","Diapers &amp; Wipes","diapers-wipes","0"
"1251","Diapers","diapers","0"
"1252","Baby Oil &amp; Shampoo","baby-oil-shampoo","0"
"1253","Baby Bath","bay-bath","0"
"1254","Baby Bath","baby-bath","0"
"1255","Baby Powder","baby-powder","0"
"1256","Spring Water","spring-water","0"
"1257","Cookies","cookies","0"
"1258","Coffee","coffee","0"
"1259","Ground Coffee","ground-coffee","0"
"1260","Beauty &amp; Hygiene","beauty-hygiene-beauty-hygiene","0"
"1261","Face Care","face-care","0"
"1262","Flavoured, Soya Milk","flavoured-soya-milk","0"
"1263","Feminine Hygiene","feminine-hygiene","0"
"1264","Sanitary Napkins","sanitary-napkins","0"
"1265","Hair oil","hair-oil","0"
"1266","Flakes","flakes-breakfast-cereals","0"
"1267","Oral Care","oral-care","0"
"1268","Toothbrush","toothbrush","0"
"1269","All Purpose Cleaners","all-purpose-cleaners","0"
"1270","Imported cleaners","imported-cleaners","0"
"1271","Face Care","face-care-skin-care","0"
"1272","Raw Rice","raw-rice","0"
"1273","Fabric,post&amp;pre wash","fabricpostpre-wash","0"
"1274","Tea","tea","0"
"1275","Exotic flavoured Tea","exotic-flavoured-tea","0"
"1276","Cookies, Rusk &amp; Khari","cookies-rusk-khari","0"
"1277","Rusks","rusks","0"
"1278","Floor &amp; Other Cleaners","floor-other-cleaners","0"
"1279","Kitchen, Glass &amp; Drain","kitchen-glass-drain","0"
"1280","Toilet Cleaners","toilet-cleaners","0"
"1281","Sooji, Maida &amp; Besan","sooji-maida-besan","0"
"1282","Baby Creams &amp; Lotions","baby-creams-lotions","0"
"1283","Dry Shampoo &amp; Conditioner","dry-shampoo-conditioner","0"
"1284","Kids Cereal","kids-cereal","0"
"1285","Disposables, Garbage Bag","disposables-garbage-bag","0"
"1286","Wet Wipe, Pocket Tissues","wet-wipe-pocket-tissues","0"
"1287","Energy &amp; Soft Drinks","energy-soft-drinks-energy-soft-drinks","0"
"1288","Dals &amp; Pulses","dals-pulses","0"
"1289","Urad &amp; Other Dals","urad-other-dals","0"
"1290","Fabric Pre, Post Wash","fabric-pre-post-wash","0"
"1291","Baby Wipes","baby-wipes","0"
"1292","Dishwashes Bars","dishwashes-bars","0"
"1293","Dry Fruits","dry-fruits","0"
"1294","Almonds","almonds","0"
"1295","Cashews","cashews","0"
"1296","Other Edible Oils","other-edible-oils","0"
"1297","Organic Edible Oil, Ghee ","organic-edible-oil-ghee","0"
"1298","Sunflower, Rice Bran Oil ","sunflower-rice-bran-oil","0"
"1299","Cold Drinks","cold-drinks","0"
"1300","Non Alchoholic Drinks","non-alchoholic-drinks","0"
"1301","Hair &amp; Scalp Treatment","hair-scalp-treatment","0"
"1302","Hair Care &amp; Styling","hair-care-styling","0"
"1303","Hair colour","hair-colour","0"
"1304","Hair Oil &amp; Serum","hair-oil-serum","0"
"1305","Hair Styling","hair-styling","0"
"1306","Baby Food &amp; Formula","baby-food-formula","0"
"1307","Infant Formula","infant-formula","0"
"1308","Tea Bags","tea-bags","0"
"1309","Men's Grooming","mens-grooming","0"
"1310","Shaving Care","shaving-care","0"
"1311","Mops, Brushes &amp; Scrubs","mops-brushes-scrubs","0"
"1312","Mops, Wipers","mops-wipers","0"
"1313","Instant Pasta","instant-pasta","0"
"1314","Vermicelli","vermicelli","0"
"1315","Toothpaste","toothpaste","0"
"1316","Organic Staples","organic-staples-snacks-branded-foods","0"
"1317","Organic Flours ","organic-flours","0"
"1318","Organic Masalas &amp; Spices ","organic-masalas-spices","0"
"1319","Muesli","muesli","0"
"1320","Imported Noodles","imported-noodles","0"
"1321","Heat &amp; Eat Ready Meals","heat-eat-ready-meals","0"
"1322","Poha, Sabudana &amp; Murmura","poha-sabudana-murmura","0"
"1323","Paper Napkin, Tissue Box","paper-napkin-tissue-box","0"
"1324","Salts","salts","0"
"1325","Sauces, Spreads &amp; Dips","sauces-spreads-dips","0"
"1326","Jams, Marmalade, Spreads","jams-marmalade-spreads","0"
"1327","Pickles &amp; Chutney","pickles-chutney","0"
"1328","Other Veg Pickle","other-veg-pickle","0"
"1329","Mayonnaise","mayonnaise","0"
"1330","Pasta &amp; Macaroni","pasta-macaroni","0"
"1331","Chips &amp; Corn Snacks","chips-corn-snacks","0"
"1332","Sauces, Spreads &amp; Dips","sauces-spreads-dips-snacks-branded-foods","0"
"1333","Chocolate, Peanut Spread","chocolate-peanut-spread","0"
"1334","Leaf &amp; Dust Tea","leaf-dust-tea","0"
"1335","Baby Bath, hair &amp; Skin Care","baby-bath-hair-skin-care","0"
"1336","Cream Biscuits &amp; Wafers","cream-biscuits-wafers","0"
"1337","Instant coffee","instant-coffee","0"
"1338","Toor, Channa &amp; Moong Dal ","toor-channa-moong-dal","0"
"1339","Detergent Bars","detergent-bars","0"
"1340","Chocolates &amp; Biscuits","chocolates-biscuits","0"
"1341","Cooking Chocolate, Cocoa","cooking-chocolate-cocoa","0"
"1342","Mayonnaise","mayonnaise-sauces-spreads-dips-snacks-branded-foods","0"
"1343","Bathing Bars &amp; Soaps","bathing-bars-soaps-beauty-hygiene-beauty-hygiene","0"
"1344","Buttermilk &amp; Lassi","buttermilk-lassi","0"
"1345","Raisins","raisins","0"
"1346","Air Freshener","air-freshener","0"
"1347","Insect Repellent","insect-repellent","0"
"1348","Green Tea","green-tea","0"
"1349","Bakery Snacks","bakery-snacks","0"
"1350","Cheese &amp; Garlic Bread","cheese-garlic-bread","0"
"1351","Frozen Veggies &amp; Snacks","frozen-veggies-snacks","0"
"1352","Frozen Veg Snacks","frozen-veg-snacks","0"
"1353","Cookies, Rusk &amp; Khari","cookies-rusk-khari-snacks-branded-foods","0"
"1354","Bakery Biscuits, Cookies","bakery-biscuits-cookies","0"
"1355","Chips &amp; Corn Snacks","chips-corn-snacks-dairy","0"
"1356","Cooking &amp; Baking Needs","cooking-baking-needs","0"
"1357","Cookies, Biscotti, Wafer","cookies-biscotti-wafer","0"
"1358","Premium Cookies","premium-cookies","0"
"1359","Cakes &amp; Pastries","cakes-pastries","0"
"1360","Muffins &amp; Cup Cakes","muffins-cup-cakes","0"
"1361","Bath Salts &amp; Oils","bath-salts-oils","0"
"1362","Drinks &amp; Beverages","drinks-beverages","0"
"1363","Coffee &amp; Pre-Mix","coffee-pre-mix","0"
"1364","Health &amp; Medicine","health-medicine","0"
"1365","Adult Diapers","adult-diapers","0"
"1366","Gourmet Juices &amp; Drinks","gourmet-juices-drinks","0"
"1367","Other Dry Fruits","other-dry-fruits","0"
"1368","Blended Cooking Oils","blended-cooking-oils","0"
"1369","Soya &amp; Mustard Oils","soya-mustard-oils","0"
"1370","Non Alcoholic Drinks","non-alcoholic-drinks","0"
"1371","Organic Dals &amp; Pulses","organic-dals-pulses-cooking-baking-needs","0"
"1372","Powdered Spices","powdered-spices-cooking-baking-needs","0"
"1373","Sugar &amp; Jaggery","sugar-jaggery-cooking-baking-needs","0"
"1374","Chocolates &amp; Biscuits","chocolates-biscuits-gourmet-world-food","0"
"1375","Cookies, Biscotti, Wafer","cookies-biscotti-wafer-chocolates-biscuits-gourmet-world-food","0"
"1376","Butter &amp; Margarine","butter-margarine","0"
"1377","Hair Care","hair-care-hair-care","0"
"1378","Kitchen Accessories","kitchen-accessories","0"
"1379","Kitchen Tools &amp; Other Accessories","kitchen-tools-other-accessories","0"
"1380","Cookware &amp; Non Stick","cookware-non-stick","0"
"1381","Cookware Sets","cookware-sets","0"
"1382","Makeup","makeup","0"
"1383","Makeup Accessories","makeup-accessories","0"
"1384","Cooking Pastes","cooking-pastes","0"
"1385","Whole Spices","whole-spices","0"
"1386","Face Care","face-care-mens-grooming","0"
"1387","Toilet &amp; Other Brushes","toilet-other-brushes","0"
"1388","Hakka Noodles","hakka-noodles","0"
"1389","Floss &amp; Tongue Cleaner","floss-tongue-cleaner","0"
"1390","Honey","honey-organic-staples","0"
"1391","Organic Masalas &amp; Spices","organic-masalas-spices-organic-staples","0"
"1392","Organic Edible Oil, Ghee","organic-edible-oil-ghee-organic-staples","0"
"1393","Rice &amp; Other Flours","rice-other-flours-food-grains-oil-masala","0"
"1394","Boiled &amp; Steam Rice","boiled-steam-rice","0"
"1395","Boiled &amp; Steam Rice","boiled-steam-rice-rice-rice-products","0"
"1396","Organic Sugar, Jaggery","organic-sugar-jaggery","0"
"1397","Honey","honey-sauces-spreads-dips","0"
